# condition, X, Y, phi/deg, phi_error/deg
"hoa_nls28_order14_X-1.00_Y-0.75_src_ps_xs0.00_ys2.50", 	 -1.00, -0.75,  -15,    2
"hoa_nls28_order14_X-1.00_Y0.75_src_ps_xs0.00_ys2.50", 	 -1.00,  0.75,  -19,   11
"hoa_nls28_order14_X-1.25_Y0.00_src_ps_xs0.00_ys2.50", 	 -1.25,  0.00,  -23,    4
"hoa_nls56_order28_X0.00_Y0.00_src_ps_xs0.00_ys2.50", 	  0.00,  0.00,    1,    1
"hoa_nls56_order28_X0.00_Y-0.75_src_ps_xs0.00_ys2.50", 	  0.00, -0.75,    1,    1
"hoa_nls56_order28_X0.00_Y0.75_src_ps_xs0.00_ys2.50", 	  0.00,  0.75,    1,    1
"hoa_nls56_order28_X-0.25_Y0.00_src_ps_xs0.00_ys2.50", 	 -0.25,  0.00,   -3,    3
"hoa_nls56_order28_X-0.25_Y-0.75_src_ps_xs0.00_ys2.50", 	 -0.25, -0.75,   -3,    1
"hoa_nls56_order28_X-0.25_Y0.75_src_ps_xs0.00_ys2.50", 	 -0.25,  0.75,   -6,    2
"hoa_nls56_order28_X-0.50_Y0.00_src_ps_xs0.00_ys2.50", 	 -0.50,  0.00,   -9,    2
"hoa_nls56_order28_X-0.50_Y-0.75_src_ps_xs0.00_ys2.50", 	 -0.50, -0.75,   -7,    2
"hoa_nls56_order28_X-0.50_Y0.75_src_ps_xs0.00_ys2.50", 	 -0.50,  0.75,  -12,    4
"hoa_nls56_order28_X-0.75_Y0.00_src_ps_xs0.00_ys2.50", 	 -0.75,  0.00,  -15,    2
"hoa_nls56_order28_X-0.75_Y-0.75_src_ps_xs0.00_ys2.50", 	 -0.75, -0.75,  -11,    2
"hoa_nls56_order28_X-0.75_Y0.75_src_ps_xs0.00_ys2.50", 	 -0.75,  0.75,  -19,    4
"hoa_nls56_order28_X-1.00_Y0.00_src_ps_xs0.00_ys2.50", 	 -1.00,  0.00,  -20,    2
"hoa_nls56_order28_X-1.00_Y-0.75_src_ps_xs0.00_ys2.50", 	 -1.00, -0.75,  -15,    2
"hoa_nls56_order28_X-1.00_Y0.75_src_ps_xs0.00_ys2.50", 	 -1.00,  0.75,  -24,    6
"hoa_nls56_order28_X-1.25_Y0.00_src_ps_xs0.00_ys2.50", 	 -1.25,  0.00,  -23,    4
