# condition, X, Y, phi/deg, phi_error/deg
"hoa_nls14_order28_X0.00_Y0.00_src_pw_xs0.00_ys-1.00", 	  0.00,  0.00,   -0,   -0
"hoa_nls14_order28_X0.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	  0.00, -0.75,   -1,   -1
"hoa_nls14_order28_X0.00_Y0.75_src_pw_xs0.00_ys-1.00", 	  0.00,  0.75,   -1,   -1
"hoa_nls14_order28_X-0.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.00,   -3,   -3
"hoa_nls14_order28_X-0.25_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.25, -0.75,   -2,   -2
"hoa_nls14_order28_X-0.25_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.75,    3,    3
"hoa_nls14_order28_X-0.50_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.00,    1,    1
"hoa_nls14_order28_X-0.50_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.50, -0.75,    4,    4
"hoa_nls14_order28_X-0.50_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.75,  -11,  -11
"hoa_nls14_order28_X-0.75_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.00,   -5,   -5
"hoa_nls14_order28_X-0.75_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.75, -0.75,   -3,   -3
"hoa_nls14_order28_X-0.75_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.75,   -4,   -4
"hoa_nls14_order28_X-1.00_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.00,  -13,  -13
"hoa_nls14_order28_X-1.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -1.00, -0.75,   -4,   -4
"hoa_nls14_order28_X-1.00_Y0.75_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.75,  -22,  -22
"hoa_nls14_order28_X-1.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.25,  0.00,  -13,  -13
"hoa_nls14_order7_X0.00_Y0.00_src_pw_xs0.00_ys-1.00", 	  0.00,  0.00,   -2,   -2
"hoa_nls14_order7_X0.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	  0.00, -0.75,   -1,   -1
"hoa_nls14_order7_X0.00_Y0.75_src_pw_xs0.00_ys-1.00", 	  0.00,  0.75,   -2,   -2
"hoa_nls14_order7_X-0.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.00,    5,    5
"hoa_nls14_order7_X-0.25_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.25, -0.75,    8,    8
"hoa_nls14_order7_X-0.25_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.75,    1,    1
"hoa_nls14_order7_X-0.50_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.00,    7,    7
"hoa_nls14_order7_X-0.50_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.50, -0.75,    7,    7
"hoa_nls14_order7_X-0.50_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.75,    3,    3
"hoa_nls14_order7_X-0.75_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.00,   10,   10
"hoa_nls14_order7_X-0.75_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.75, -0.75,   -8,   -8
"hoa_nls14_order7_X-0.75_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.75,    4,    4
"hoa_nls14_order7_X-1.00_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.00,    4,    4
"hoa_nls14_order7_X-1.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -1.00, -0.75,    9,    9
"hoa_nls14_order7_X-1.00_Y0.75_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.75,   -1,   -1
"hoa_nls14_order7_X-1.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.25,  0.00,   77,   77
"hoa_nls28_order14_X0.00_Y0.00_src_pw_xs0.00_ys-1.00", 	  0.00,  0.00,   -0,   -0
"hoa_nls28_order14_X0.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	  0.00, -0.75,   -1,   -1
"hoa_nls28_order14_X0.00_Y0.75_src_pw_xs0.00_ys-1.00", 	  0.00,  0.75,   -1,   -1
"hoa_nls28_order14_X-0.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.00,   -2,   -2
"hoa_nls28_order14_X-0.25_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.25, -0.75,   -3,   -3
"hoa_nls28_order14_X-0.25_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.75,  -10,  -10
"hoa_nls28_order14_X-0.50_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.00,   -5,   -5
"hoa_nls28_order14_X-0.50_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.50, -0.75,   -6,   -6
"hoa_nls28_order14_X-0.50_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.75,   13,  -13
"hoa_nls28_order14_X-0.75_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.00,  -12,  -12
"hoa_nls28_order14_X-0.75_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.75, -0.75,  -12,  -12
"hoa_nls28_order14_X-0.75_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.75,  -15,  -15
"hoa_nls28_order14_X-1.00_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.00,  -18,  -18
"hoa_nls28_order14_X-1.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -1.00, -0.75,  -14,  -14
"hoa_nls28_order14_X-1.00_Y0.75_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.75,   -2,   -2
"hoa_nls28_order14_X-1.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.25,  0.00,    4,    4
"hoa_nls56_order28_X0.00_Y0.00_src_pw_xs0.00_ys-1.00", 	  0.00,  0.00,   -1,   -1
"hoa_nls56_order28_X0.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	  0.00, -0.75,   -1,   -1
"hoa_nls56_order28_X0.00_Y0.75_src_pw_xs0.00_ys-1.00", 	  0.00,  0.75,   -0,   -0
"hoa_nls56_order28_X-0.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.00,   -1,   -1
"hoa_nls56_order28_X-0.25_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.25, -0.75,   -2,   -2
"hoa_nls56_order28_X-0.25_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.25,  0.75,   -1,   -1
"hoa_nls56_order28_X-0.50_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.00,   -5,   -5
"hoa_nls56_order28_X-0.50_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.50, -0.75,   -6,   -6
"hoa_nls56_order28_X-0.50_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.50,  0.75,   -2,   -2
"hoa_nls56_order28_X-0.75_Y0.00_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.00,   -6,   -6
"hoa_nls56_order28_X-0.75_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -0.75, -0.75,   -8,   -8
"hoa_nls56_order28_X-0.75_Y0.75_src_pw_xs0.00_ys-1.00", 	 -0.75,  0.75,  -14,  -14
"hoa_nls56_order28_X-1.00_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.00,   -5,   -5
"hoa_nls56_order28_X-1.00_Y-0.75_src_pw_xs0.00_ys-1.00", 	 -1.00, -0.75,   -8,   -8
"hoa_nls56_order28_X-1.00_Y0.75_src_pw_xs0.00_ys-1.00", 	 -1.00,  0.75,  -15,  -15
"hoa_nls56_order28_X-1.25_Y0.00_src_pw_xs0.00_ys-1.00", 	 -1.25,  0.00,   -7,   -7
